Date and Time;Time (s);Angle (rad);Angular Velocity (rad/s);Angular Acceleration (rad/s²);Position (m);Velocity (m/s);Acceleration (m/s²)
04/29/2026 03:13:47 pm;0,020;0,002;;;3,7500E-5;;
04/29/2026 03:13:47 pm;0,040;0,009;0,511;;2,2500E-4;0,012;
04/29/2026 03:13:47 pm;0,060;0,022;0,798;14,399;5,2500E-4;0,019;0,344
04/29/2026 03:13:47 pm;0,080;0,041;1,086;14,399;9,7500E-4;0,026;0,344
04/29/2026 03:13:47 pm;0,100;0,066;1,374;14,399;0,0016;0,033;0,344
04/29/2026 03:13:47 pm;0,120;0,096;1,662;14,399;0,0023;0,040;0,344
04/29/2026 03:13:47 pm;0,140;0,132;1,950;14,290;0,0032;0,047;0,341
04/29/2026 03:13:47 pm;0,160;0,174;2,238;14,072;0,0042;0,053;0,336
04/29/2026 03:13:47 pm;0,180;0,221;2,513;13,963;0,0053;0,060;0,333
04/29/2026 03:13:47 pm;0,200;0,275;2,788;14,072;0,0066;0,067;0,336
04/29/2026 03:13:47 pm;0,220;0,333;3,076;14,290;0,0080;0,073;0,341
04/29/2026 03:13:47 pm;0,240;0,397;3,364;14,399;0,0095;0,080;0,344
04/29/2026 03:13:47 pm;0,260;0,468;3,652;14,399;0,0112;0,087;0,344
04/29/2026 03:13:47 pm;0,280;0,543;3,940;14,399;0,0130;0,094;0,344
04/29/2026 03:13:47 pm;0,300;0,625;4,228;14,399;0,0149;0,101;0,344
04/29/2026 03:13:47 pm;0,320;0,713;4,516;14,399;0,0170;0,108;0,344
04/29/2026 03:13:47 pm;0,340;0,806;4,804;14,399;0,0192;0,115;0,344
04/29/2026 03:13:47 pm;0,360;0,905;5,092;14,290;0,0216;0,122;0,341
04/29/2026 03:13:47 pm;0,380;1,010;5,380;14,072;0,0241;0,128;0,336
04/29/2026 03:13:47 pm;0,400;1,120;5,655;13,854;0,0267;0,135;0,331
04/29/2026 03:13:47 pm;0,420;1,236;5,930;13,744;0,0295;0,142;0,328
04/29/2026 03:13:47 pm;0,440;1,357;6,205;13,854;0,0324;0,148;0,331
04/29/2026 03:13:47 pm;0,460;1,484;6,480;13,963;0,0354;0,155;0,333
04/29/2026 03:13:47 pm;0,480;1,616;6,768;13,854;0,0386;0,162;0,331
04/29/2026 03:13:47 pm;0,500;1,755;7,042;13,526;0,0419;0,168;0,323
04/29/2026 03:13:47 pm;0,520;1,899;7,304;13,199;0,0453;0,174;0,315
04/29/2026 03:13:47 pm;0,540;2,047;7,566;13,199;0,0489;0,181;0,315
04/29/2026 03:13:47 pm;0,560;2,201;7,828;13,308;0,0525;0,187;0,318
04/29/2026 03:13:47 pm;0,580;2,361;8,103;13,417;0,0564;0,193;0,320
04/29/2026 03:13:47 pm;0,600;2,524;8,364;13,635;0,0603;0,200;0,326
04/29/2026 03:13:47 pm;0,620;2,695;8,639;13,854;0,0643;0,206;0,331
04/29/2026 03:13:47 pm;0,640;2,870;8,927;13,963;0,0685;0,213;0,333
04/29/2026 03:13:47 pm;0,660;3,052;9,202;13,854;0,0729;0,220;0,331
04/29/2026 03:13:47 pm;0,680;3,239;9,477;13,854;0,0773;0,226;0,331
04/29/2026 03:13:47 pm;0,700;3,431;9,752;14,181;0,0819;0,233;0,339
04/29/2026 03:13:47 pm;0,720;3,629;10,040;14,617;0,0866;0,240;0,349
04/29/2026 03:13:47 pm;0,740;3,833;10,341;14,835;0,0915;0,247;0,354
04/29/2026 03:13:47 pm;0,760;4,042;10,642;14,617;0,0965;0,254;0,349
04/29/2026 03:13:47 pm;0,780;4,258;10,930;14,181;0,1017;0,261;0,339
04/29/2026 03:13:47 pm;0,800;4,480;11,205;13,963;0,1069;0,267;0,333
04/29/2026 03:13:47 pm;0,820;4,706;11,480;13,963;0,1123;0,274;0,333
04/29/2026 03:13:47 pm;0,840;4,939;11,768;13,854;0,1179;0,281;0,331
04/29/2026 03:13:47 pm;0,860;5,177;12,043;13,526;0,1236;0,287;0,323
04/29/2026 03:13:47 pm;0,880;5,421;12,305;13,199;0,1294;0,294;0,315
04/29/2026 03:13:47 pm;0,900;5,669;12,566;13,090;0,1353;0,300;0,313
04/29/2026 03:13:47 pm;0,920;5,923;12,828;13,199;0,1414;0,306;0,315
04/29/2026 03:13:47 pm;0,940;6,183;13,090;13,526;0,1476;0,313;0,323
04/29/2026 03:13:47 pm;0,960;6,447;13,365;13,963;0,1539;0,319;0,333
04/29/2026 03:13:47 pm;0,980;6,717;13,653;14,290;0,1604;0,326;0,341
04/29/2026 03:13:48 pm;1,000;6,993;13,941;14,399;0,1670;0,333;0,344
04/29/2026 03:13:48 pm;1,020;7,274;14,229;14,399;0,1737;0,340;0,344
04/29/2026 03:13:48 pm;1,040;7,562;14,517;14,181;0,1805;0,347;0,339
04/29/2026 03:13:48 pm;1,060;7,856;14,805;13,635;0,1875;0,353;0,326
04/29/2026 03:13:48 pm;1,080;8,154;15,067;13,090;0,1947;0,360;0,313
04/29/2026 03:13:48 pm;1,100;8,459;15,315;13,090;0,2019;0,366;0,313
04/29/2026 03:13:48 pm;1,120;8,767;15,577;13,744;0,2093;0,372;0,328
04/29/2026 03:13:48 pm;1,140;9,081;15,865;14,290;0,2168;0,379;0,341
04/29/2026 03:13:48 pm;1,160;9,401;16,166;14,290;0,2244;0,386;0,341
04/29/2026 03:13:48 pm;1,180;9,728;16,441;14,072;0,2322;0,392;0,336
04/29/2026 03:13:48 pm;1,200;10,059;16,716;14,181;0,2402;0,399;0,339
04/29/2026 03:13:48 pm;1,220;10,396;17,004;14,508;0,2482;0,406;0,346
04/29/2026 03:13:48 pm;1,240;10,740;17,305;14,508;0,2564;0,413;0,346
04/29/2026 03:13:48 pm;1,260;11,088;17,593;14,290;0,2647;0,420;0,341
04/29/2026 03:13:48 pm;1,280;11,443;17,868;14,072;0,2732;0,427;0,336
04/29/2026 03:13:48 pm;1,300;11,803;18,156;13,963;0,2818;0,433;0,333
04/29/2026 03:13:48 pm;1,320;12,169;18,431;13,854;0,2905;0,440;0,331
04/29/2026 03:13:48 pm;1,340;12,541;18,706;13,744;0,2994;0,447;0,328
04/29/2026 03:13:48 pm;1,360;12,917;18,980;13,744;0,3084;0,453;0,328
04/29/2026 03:13:48 pm;1,380;13,300;19,255;13,744;0,3175;0,460;0,328
04/29/2026 03:13:48 pm;1,400;13,688;19,530;13,744;0,3268;0,466;0,328
04/29/2026 03:13:48 pm;1,420;14,081;19,805;13,744;0,3362;0,473;0,328
04/29/2026 03:13:48 pm;1,440;14,480;20,080;13,744;0,3457;0,479;0,328
04/29/2026 03:13:48 pm;1,460;14,885;20,355;13,744;0,3554;0,486;0,328
04/29/2026 03:13:48 pm;1,480;15,293;20,630;13,744;0,3651;0,493;0,328
04/29/2026 03:13:48 pm;1,500;15,710;20,905;13,744;0,3750;0,499;0,328
04/29/2026 03:13:48 pm;1,520;16,131;21,180;13,963;0,3851;0,506;0,333
04/29/2026 03:13:48 pm;1,540;16,556;21,454;14,399;0,3953;0,512;0,344
04/29/2026 03:13:48 pm;1,560;16,988;21,756;14,726;0,4056;0,519;0,352
04/29/2026 03:13:48 pm;1,580;17,426;22,057;14,617;0,4160;0,527;0,349
04/29/2026 03:13:48 pm;1,600;17,871;22,345;14,072;0,4266;0,533;0,336
04/29/2026 03:13:48 pm;1,620;18,320;22,619;13,526;0,4374;0,540;0,323
04/29/2026 03:13:48 pm;1,640;18,776;22,881;13,308;0,4482;0,546;0,318
04/29/2026 03:13:48 pm;1,660;19,236;23,143;13,526;0,4592;0,553;0,323
04/29/2026 03:13:48 pm;1,680;19,701;23,418;13,854;0,4703;0,559;0,331
04/29/2026 03:13:48 pm;1,700;20,172;23,706;13,854;0,4816;0,566;0,331
04/29/2026 03:13:48 pm;1,720;20,650;23,981;13,526;0,4930;0,573;0,323
04/29/2026 03:13:48 pm;1,740;21,132;24,243;13,308;0,5045;0,579;0,318
04/29/2026 03:13:48 pm;1,760;21,619;24,504;13,526;0,5161;0,585;0,323
04/29/2026 03:13:48 pm;1,780;22,112;24,779;13,963;0,5279;0,592;0,333
04/29/2026 03:13:48 pm;1,800;22,610;25,067;14,290;0,5398;0,598;0,341
04/29/2026 03:13:48 pm;1,820;23,114;25,355;13,963;0,5518;0,605;0,333
04/29/2026 03:13:48 pm;1,840;23,625;25,643;12,326;0,5640;0,612;0,294
04/29/2026 03:13:48 pm;1,860;24,140;25,879;9,163;0,5763;0,618;0,219
04/29/2026 03:13:48 pm;1,880;24,662;26,023;5,127;0,5888;0,621;0,122
04/29/2026 03:13:48 pm;1,900;25,183;26,075;1,636;0,6012;0,622;0,039
04/29/2026 03:13:48 pm;1,920;25,705;26,062;-0,436;0,6137;0,622;-0,010
04/29/2026 03:13:48 pm;1,940;26,226;26,036;-1,091;0,6261;0,622;-0,026
04/29/2026 03:13:48 pm;1,960;26,746;26,010;-0,873;0,6385;0,621;-0,021
04/29/2026 03:13:48 pm;1,980;27,266;25,997;-0,436;0,6509;0,621;-0,010
04/29/2026 03:13:49 pm;2,000;27,786;25,997;;0,6633;0,621;
04/29/2026 03:13:49 pm;2,020;28,306;25,997;;0,6758;0,621;
04/29/2026 03:13:49 pm;2,040;28,826;;;0,6882;;
